00:23 [AEU | 1: Alliance Communication] Eli Grey transmits, "How's it going?"
15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" is in range of firing on or docking with this ship.

15:04 The computer announces, "Coordinates are now occupied. Diverting course."

15:04 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is two units away at Sector Northwest and Down.
The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" is in range of firing on or docking with this ship.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" has a lock on this starship.

15:04 A loud klaxon sounds and red lights continue flashing.

15:04 The sound of the engines slowly fades away as the starship stops moving.

15:04 There is a ship already occupying that location.

15:04 There is a ship already occupying that location.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" has a lock on this starship.

15:04 You detect a faint rumbling as the starship begins to move through space.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" has a lock on this starship.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" has a lock on this starship.

15:04 You wince as an extremely loud metallic bang emanates from outside the ship.

15:04 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector Northwest and Down.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" has a lock on this starship.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" has a lock on this starship.

15:04 The sound of the engines slowly fades away as the starship stops moving.

15:04 You detect a faint rumbling as the starship begins to move through space.

15:04 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector West.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" has a lock on this starship.

15:04 The sound of the engines slowly fades away as the starship stops moving.

15:04 There is a ship already occupying that location.

15:04 You detect a faint rumbling as the starship begins to move through space.

15:04 You feel a mild vibration as the ship's lasers are fired.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" is in range of firing on or docking with this ship.

15:04 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector South.

15:04 The sound of the engines slowly fades away as the starship stops moving.

15:04 A loud klaxon sounds and red lights continue flashing.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" is in range of firing on or docking with this ship.

15:04 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector Southwest.
The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" has a lock on this starship.
You detect a faint rumbling as the starship begins to move through space.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" has a lock on this starship.

15:04 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector Southwest and Down.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" is in range of firing on or docking with this ship.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" is in range of firing on or docking with this ship.

15:04 The sound of the engines slowly fades away as the starship stops moving.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" has a lock on this starship.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" has a lock on this starship.
The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" has a lock on this starship.

15:04 You detect a faint rumbling as the starship begins to move through space.

15:04 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" has a lock on this starship.

15:05 The ship jerks sharply as its lasers are fired.

15:05 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector Down.

15:05 The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" has a lock on this starship.

15:05 The sound of the engines slowly fades away as the starship stops moving.

15:05 There is a ship already occupying that location.

15:05 Enter direction on new z-level or enter "@abort" to cancel.

15:05 There is a ship already occupying that location.

15:05 There is a ship already occupying that location.

15:05 The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" is in range of firing on or docking with this ship.

15:05 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector South.

15:05 You hear a sharp clank from the hull somewhere near you.

15:05 You suddenly stab your finger against a large button.

15:05 The computer says, "The pilot has signalled that incoming weapon fire is imminent. Please brace yourself."

15:05 The hull creaks with too-rapid temperature changes as laser fire plays upon it. Fortunately, the ship has braced itself against some of the damage.

15:05 The computer announces, "This ship has been hit by Outsider starship 'Corvette Chi Zzormr.'"

15:05 The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" has a lock on this starship.

15:05 You detect a faint rumbling as the starship begins to move through space.

15:05 Cadet Katie Celayla's voice comes over the loudspeaker and says, "Low energy, by the way."

15:05 A loud klaxon sounds and red lights continue flashing.

15:05 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector West.

15:05 You speak into the PA microphone, saying, "Yeah."

15:05 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" has a lock on this starship.

15:05 The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" has a lock on this starship.
The computer reports that the centurio-class light assault corvette "Corvette Chi Zzormr" has a lock on this starship.

15:05 The computer reports that the enkidu "Corvette Epsilon Gamma Zeta" has a lock on this starship.

15:05 The sound of the engines slowly fades away as the starship stops moving.

15:05 You detect a faint rumbling as the starship begins to move through space.

15:05 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector Up.

15:05 The computer reports that the centurio-class light assault corvette "Corvette Rho Zzorms" has a lock on this starship.

15:05 The computer reports that the centurio-class light assault corvette "Corvette Mu Zzormiy" has a lock on this starship.

15:05 The sound of the engines slowly fades away as the starship stops moving.

15:05 You detect a faint rumbling as the starship begins to move through space.

15:05 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is now in range at Sector South and Up.

15:05 The ship's target tracking array reports that Outsider corvette "Corvette Chi Zzormr" is two units away at Sector Southeast.
